Compound_name;Filename;Dilution;Concnetration;SMILES;ret_time;Peak_Area;conc_M;MW;IC;Peak_Area_IC;slope;intercept;pH;mode
methomyl;2021062101-pH27-E-005ppm-FS;50;0.005593457;CC(=NOC(=O)NC)SC;4.4695633;48720484.1867168;2.7967285e-7;162.21;112.28718388244414;5470685966.715582;20002993890688312;-98225170.55937453;2.7;positive
methomyl;2021062101-pH27-E-01ppm-FS;100;0.005593457;CC(=NOC(=O)NC)SC;4.4695633;98868316.7174263;5.593457e-7;162.21;112.28718388244414;11101644859.397373;20002993890688312;-98225170.55937453;2.7;positive
methomyl;2021062101-pH27-E-05ppm-FS;500;0.005593457;CC(=NOC(=O)NC)SC;4.4695633;482274224.074866;2.7967285e-6;162.21;112.28718388244414;54153214480.45755;20002993890688312;-98225170.55937453;2.7;positive
methomyl;2021062101-pH27-E-1ppm-FS;1000;0.005593457;CC(=NOC(=O)NC)SC;4.4695633;878345918.633969;5.593457e-6;162.21;112.28718388244414;98626989678.04678;20002993890688312;-98225170.55937453;2.7;positive
Mianserin;2021062101-pH27-E-001ppm-FS;10;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;6.2111685;19961530.8952701;3.1395989999999996e-8;264.365;122.46427998583583;2444574508.50427;99393956293954930;-778342649.6158055;2.7;positive
Mianserin;2021062101-pH27-E-005ppm-FS;50;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;6.2111685;119547461.030648;1.5697995e-7;264.365;122.46427998583583;14640293739.253075;99393956293954930;-778342649.6158055;2.7;positive
Mianserin;2021062101-pH27-E-01ppm-FS;100;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;6.2111685;249127748.375045;3.139599e-7;264.365;122.46427998583583;30509250329.242367;99393956293954930;-778342649.6158055;2.7;positive
Mianserin;2021062101-pH27-E-05ppm-FS;500;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;6.2111685;1297627189.67064;1.5697994999999999e-6;264.365;122.46427998583583;158912979473.05856;99393956293954930;-778342649.6158055;2.7;positive
Mianserin;2021062101-pH27-E-1ppm-FS;1000;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;6.2111685;2498046007.17011;3.1395989999999997e-6;264.365;122.46427998583583;305921405639.57965;99393956293954930;-778342649.6158055;2.7;positive
cyanazine;2021062101-pH27-E-001ppm-FS;10;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2922872;2048436.48188473;3.3123520000000005e-8;240.693;148.65652851173022;304513456.2737657;14596167099740598;-208045906.2054428;2.7;positive
cyanazine;2021062101-pH27-E-005ppm-FS;50;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2922872;14509870.5473447;1.6561760000000003e-7;240.693;148.65652851173022;2156986984.722862;14596167099740598;-208045906.2054428;2.7;positive
cyanazine;2021062101-pH27-E-01ppm-FS;100;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2922872;31280057.5431554;3.3123520000000005e-7;240.693;148.65652851173022;4649984766.012642;14596167099740598;-208045906.2054428;2.7;positive
cyanazine;2021062101-pH27-E-05ppm-FS;500;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2922872;167479859.564335;1.656176e-6;240.693;148.65652851173022;24896974518.466137;14596167099740598;-208045906.2054428;2.7;positive
cyanazine;2021062101-pH27-E-1ppm-FS;1000;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2922872;366090207.390459;3.312352e-6;240.693;148.65652851173022;54421699352.80499;14596167099740598;-208045906.2054428;2.7;positive
dimethyl phtalate;2021062101-pH27-E-001ppm-FS;10;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.3724325;330788.652880005;7.159052e-8;194.184;112.43151913605713;37191070.756268844;731572515946133.25;-38621396.99446513;2.7;positive
dimethyl phtalate;2021062101-pH27-E-005ppm-FS;50;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.3724325;1610376.06641511;3.579526e-7;194.184;112.43151913605713;181057027.52739885;731572515946133.25;-38621396.99446513;2.7;positive
dimethyl phtalate;2021062101-pH27-E-01ppm-FS;100;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.3724325;4481538.84207384;7.159052e-7;194.184;112.43151913605713;503866220.0816083;731572515946133.25;-38621396.99446513;2.7;positive
dimethyl phtalate;2021062101-pH27-E-05ppm-FS;500;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.3724325;25234581.5638127;3.579526e-6;194.184;112.43151913605713;2837162339.982202;731572515946133.25;-38621396.99446513;2.7;positive
dimethyl phtalate;2021062101-pH27-E-1ppm-FS;1000;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.3724325;51053640.6312145;7.159052e-6;194.184;112.43151913605713;5740038373.593777;731572515946133.25;-38621396.99446513;2.7;positive
5,5-Diphenylhydantoin;2021062101-pH27-E-05ppm-FS;500;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;8.6532345;137355.529195725;1.7912390000000001e-6;251.26;118.83859432617338;16323138.012547625;11233142924870.545;-3798105.6870545647;2.7;positive
5,5-Diphenylhydantoin;2021062101-pH27-E-1ppm-FS;1000;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;8.6532345;306671.262133258;3.5824780000000002e-6;251.26;118.83859432617338;36444381.71214982;11233142924870.545;-3798105.6870545647;2.7;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH27-E-001ppm-FS;10;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.109022;75537.6326961264;3.839181e-8;281.309;120.57809575574697;9108183.908395972;487615056753772.25;-14324513.803890554;2.7;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH27-E-005ppm-FS;50;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.109022;587134.149300278;1.9195905000000003e-7;281.309;120.57809575574697;70795517.67579797;487615056753772.25;-14324513.803890554;2.7;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH27-E-01ppm-FS;100;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.109022;1465021.8987904;3.8391810000000006e-7;281.309;120.57809575574697;176649550.7966151;487615056753772.25;-14324513.803890554;2.7;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH27-E-05ppm-FS;500;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.109022;9303494.33107702;1.9195905e-6;281.309;120.57809575574697;1121797630.315654;487615056753772.25;-14324513.803890554;2.7;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH27-E-1ppm-FS;1000;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.109022;22931570.5218866;3.839181e-6;281.309;120.57809575574697;2765045106.2177067;487615056753772.25;-14324513.803890554;2.7;positive
miconazole nitrate;2021062101-pH27-E-001ppm-FS;10;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];9.2884186;4554069.19348576;1.845812e-8;479.141;293.4904324584776;1336575737.041966;92357512012087740;-649414858.48919;2.7;positive
miconazole nitrate;2021062101-pH27-E-005ppm-FS;50;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];9.2884186;25104992.6134029;9.229060000000001e-8;479.141;293.4904324584776;7368075138.974503;92357512012087740;-649414858.48919;2.7;positive
miconazole nitrate;2021062101-pH27-E-01ppm-FS;100;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];9.2884186;56639124.6324415;1.8458120000000001e-7;479.141;293.4904324584776;16623041182.444866;92357512012087740;-649414858.48919;2.7;positive
miconazole nitrate;2021062101-pH27-E-05ppm-FS;500;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];9.2884186;290070493.371378;9.22906e-7;479.141;293.4904324584776;85132914543.00969;92357512012087740;-649414858.48919;2.7;positive
miconazole nitrate;2021062101-pH27-E-1ppm-FS;1000;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];9.2884186;566381768.949974;1.845812e-6;479.141;293.4904324584776;166227630305.72537;92357512012087740;-649414858.48919;2.7;positive
matalaxyl;2021062101-pH27-E-001ppm-FS;10;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.74353419999999;30569320.9029534;2.78805e-8;279.332;119.16646501984972;3642837910.0623574;126912053962180980;139308299.9441517;2.7;positive
matalaxyl;2021062101-pH27-E-005ppm-FS;50;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.74353419999999;150158698.909969;1.394025e-7;279.332;119.16646501984972;17893881341.080967;126912053962180980;139308299.9441517;2.7;positive
matalaxyl;2021062101-pH27-E-01ppm-FS;100;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.74353419999999;297861902.429161;2.78805e-7;279.332;119.16646501984972;35495149976.57051;126912053962180980;139308299.9441517;2.7;positive
matalaxyl;2021062101-pH27-E-05ppm-FS;500;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.74353419999999;1306665040.36833;1.394025e-6;279.332;119.16646501984972;155710653825.71313;126912053962180980;139308299.9441517;2.7;positive
matalaxyl;2021062101-pH27-E-1ppm-FS;1000;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.74353419999999;2332766896.15832;2.78805e-6;279.332;119.16646501984972;277987584730.51385;126912053962180980;139308299.9441517;2.7;positive
ketoprofen;2021062101-pH27-E-001ppm-FS;10;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.328899;101113.040441703;3.667363e-8;254.281;119.70740532609857;12103979.715909136;589656949904516.1;-14933911.884158395;2.7;positive
ketoprofen;2021062101-pH27-E-005ppm-FS;50;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.328899;697090.8483142;1.8336815e-7;254.281;119.70740532609857;83446936.72826183;589656949904516.1;-14933911.884158395;2.7;positive
ketoprofen;2021062101-pH27-E-01ppm-FS;100;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.328899;1717898.07210989;3.667363e-7;254.281;119.70740532609857;205645120.8269819;589656949904516.1;-14933911.884158395;2.7;positive
ketoprofen;2021062101-pH27-E-05ppm-FS;500;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.328899;13181440.8345488;1.8336815e-6;254.281;119.70740532609857;1577916080.76332;589656949904516.1;-14933911.884158395;2.7;positive
ketoprofen;2021062101-pH27-E-1ppm-FS;1000;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.328899;33653160.9046448;3.667363e-6;254.281;119.70740532609857;4028532572.9167295;589656949904516.1;-14933911.884158395;2.7;positive
Naproxen;2021062101-pH27-E-05ppm-FS;500;0.004933487;CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;10.346311;63381.2230561376;2.4667435000000003e-6;230.259;117.09833171648263;7421835.482023978;7150945965348.367;-10217713.996850343;2.7;positive
Naproxen;2021062101-pH27-E-1ppm-FS;1000;0.004933487;CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;10.346311;214020.000059238;4.9334870000000006e-6;230.259;117.09833171648263;25061384.960898284;7150945965348.367;-10217713.996850343;2.7;positive
propanil;2021062101-pH27-E-001ppm-FS;10;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.798812;96876.8906978468;3.774256e-8;218.08;192.91879394408906;18689372.914481945;652511375935352.6;-14040400.756178891;2.7;positive
propanil;2021062101-pH27-E-005ppm-FS;50;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.798812;489909.059928586;1.8871280000000002e-7;218.08;192.91879394408906;94512664.98370527;652511375935352.6;-14040400.756178891;2.7;positive
propanil;2021062101-pH27-E-01ppm-FS;100;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.798812;1237390.87863685;3.7742560000000004e-7;218.08;192.91879394408906;238715955.9440378;652511375935352.6;-14040400.756178891;2.7;positive
propanil;2021062101-pH27-E-05ppm-FS;500;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.798812;7930428.80607422;1.887128e-6;218.08;192.91879394408906;1529928760.7273006;652511375935352.6;-14040400.756178891;2.7;positive
propanil;2021062101-pH27-E-1ppm-FS;1000;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.798812;16011971.6366663;3.774256e-6;218.08;192.91879394408906;3089010256.8126245;652511375935352.6;-14040400.756178891;2.7;positive
methidathion;2021062101-pH27-E-001ppm-FS;10;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.047691;135645.728353637;4.433326e-8;302.331;126.23517076648606;17123261.682465747;401738693638376;-2053528.7654901012;2.7;positive
methidathion;2021062101-pH27-E-005ppm-FS;50;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.047691;669693.496854845;2.216663e-7;302.331;126.23517076648606;84538872.93667655;401738693638376;-2053528.7654901012;2.7;positive
methidathion;2021062101-pH27-E-01ppm-FS;100;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.047691;1403281.29888746;4.433326e-7;302.331;126.23517076648606;177143454.39847487;401738693638376;-2053528.7654901012;2.7;positive
methidathion;2021062101-pH27-E-05ppm-FS;500;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.047691;9018099.33578229;2.216663e-6;302.331;126.23517076648606;1138401309.6416118;401738693638376;-2053528.7654901012;2.7;positive
methidathion;2021062101-pH27-E-1ppm-FS;1000;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.047691;15132816.42991;4.433326e-6;302.331;126.23517076648606;1910293666.2075748;401738693638376;-2053528.7654901012;2.7;positive
Diclofenac Sodium;2021062101-pH27-E-001ppm-FS;10;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.177019;116750.181408449;3.6667820000000003e-8;295.141;203.85343923243894;23799926.011123482;764375895585596.5;-8933776.261892451;2.7;positive
Diclofenac Sodium;2021062101-pH27-E-005ppm-FS;50;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.177019;602079.34102155606;1.8333910000000002e-7;295.141;203.85343923243894;122735944.35804467;764375895585596.5;-8933776.261892451;2.7;positive
Diclofenac Sodium;2021062101-pH27-E-01ppm-FS;100;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.177019;1349551.74613566;3.6667820000000003e-7;295.141;203.85343923243894;275110764.87189764;764375895585596.5;-8933776.261892451;2.7;positive
Diclofenac Sodium;2021062101-pH27-E-05ppm-FS;500;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.177019;9831903.78677123;1.833391e-6;295.141;203.85343923243894;2004267401.1357553;764375895585596.5;-8933776.261892451;2.7;positive
Diclofenac Sodium;2021062101-pH27-E-1ppm-FS;1000;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.177019;20659955.5536267;3.666782e-6;295.141;203.85343923243894;4211602993.9961305;764375895585596.5;-8933776.261892451;2.7;positive
febantel;2021062101-pH27-E-001ppm-FS;10;0.001881383;COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC;12.482868;20080432.4430225;1.881383e-8;446.477;134.15936074661695;2693977980.0715265;140368166019017950;-4308682.18630443;2.7;positive
febantel;2021062101-pH27-E-005ppm-FS;50;0.001881383;COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC;12.482868;97620042.1688145;9.406915000000001e-8;446.477;134.15936074661695;13096642453.425943;140368166019017950;-4308682.18630443;2.7;positive
febantel;2021062101-pH27-E-01ppm-FS;100;0.001881383;COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC;12.482868;197155519.965519;1.8813830000000002e-7;446.477;134.15936074661695;26450258526.240906;140368166019017950;-4308682.18630443;2.7;positive
febantel;2021062101-pH27-E-05ppm-FS;500;0.001881383;COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC;12.482868;840167627.536087;9.406915e-7;446.477;134.15936074661695;112716351830.24321;140368166019017950;-4308682.18630443;2.7;positive
febantel;2021062101-pH27-E-1ppm-FS;1000;0.001881383;COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC;12.482868;1486355332.53062;1.881383e-6;446.477;134.15936074661695;199408481254.63327;140368166019017950;-4308682.18630443;2.7;positive
anziphos-ethyl;2021062101-pH27-E-001ppm-FS;10;0.003803483;CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1;12.7649139999999;398304.269923761;3.803483e-8;345.378;127.99792090933524;50982118.439552076;1925490048619678.2;-33627804.596185714;2.7;positive
anziphos-ethyl;2021062101-pH27-E-005ppm-FS;50;0.003803483;CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1;12.7649139999999;2438141.19050371;1.9017415e-7;345.378;127.99792090933524;312077003.26788634;1925490048619678.2;-33627804.596185714;2.7;positive
anziphos-ethyl;2021062101-pH27-E-01ppm-FS;100;0.003803483;CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1;12.7649139999999;5529999.59788753;3.803483e-7;345.378;127.99792090933524;707828451.1590637;1925490048619678.2;-33627804.596185714;2.7;positive
anziphos-ethyl;2021062101-pH27-E-05ppm-FS;500;0.003803483;CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1;12.7649139999999;30479225.5952437;1.9017415e-6;345.378;127.99792090933524;3901277507.1177893;1925490048619678.2;-33627804.596185714;2.7;positive
anziphos-ethyl;2021062101-pH27-E-1ppm-FS;1000;0.003803483;CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1;12.7649139999999;59126920.0560419;3.803483e-6;345.378;127.99792090933524;7568122836.945838;1925490048619678.2;-33627804.596185714;2.7;positive
tetramethylthioram disulfide;2021062101-pH27-E-001ppm-FS;10;0.004469556;CN(C)C(=S)SSC(=S)N(C)C;13.4987999999999;2445829.72039453;4.469556000000001e-8;240.433;131.71053058165424;322141530.1855426;19163145855080584;-1142744528.7551644;2.7;positive
tetramethylthioram disulfide;2021062101-pH27-E-005ppm-FS;50;0.004469556;CN(C)C(=S)SSC(=S)N(C)C;13.4987999999999;15524284.9340325;2.2347780000000005e-7;240.433;131.71053058165424;2044711805.5622017;19163145855080584;-1142744528.7551644;2.7;positive
tetramethylthioram disulfide;2021062101-pH27-E-01ppm-FS;100;0.004469556;CN(C)C(=S)SSC(=S)N(C)C;13.4987999999999;60048605.1398573;4.469556000000001e-7;240.433;131.71053058165424;7909033643.6588545;19163145855080584;-1142744528.7551644;2.7;positive
tetramethylthioram disulfide;2021062101-pH27-E-05ppm-FS;500;0.004469556;CN(C)C(=S)SSC(=S)N(C)C;13.4987999999999;358896151.626647;2.2347780000000004e-6;240.433;131.71053058165424;47270402554.4595;19163145855080584;-1142744528.7551644;2.7;positive
tetramethylthioram disulfide;2021062101-pH27-E-1ppm-FS;1000;0.004469556;CN(C)C(=S)SSC(=S)N(C)C;13.4987999999999;567247599.583268;4.469556000000001e-6;240.433;131.71053058165424;74712482312.28198;19163145855080584;-1142744528.7551644;2.7;positive
diazinon;2021062101-pH27-E-001ppm-FS;10;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.647962;29298097.4713175;3.232065e-8;304.346;121.40078748257713;3556812104.7592463;121398184724180860;-39306337.41584778;2.7;positive
diazinon;2021062101-pH27-E-005ppm-FS;50;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.647962;155277539.391186;1.6160325e-7;304.346;121.40078748257713;18850815560.44687;121398184724180860;-39306337.41584778;2.7;positive
diazinon;2021062101-pH27-E-01ppm-FS;100;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.647962;332929234.668712;3.232065e-7;304.346;121.40078748257713;40417871264.75336;121398184724180860;-39306337.41584778;2.7;positive
diazinon;2021062101-pH27-E-05ppm-FS;500;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.647962;1614317201.43885;1.6160325e-6;304.346;121.40078748257713;195979379501.34647;121398184724180860;-39306337.41584778;2.7;positive
diazinon;2021062101-pH27-E-1ppm-FS;1000;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.647962;2861442685.36192;3.232065e-6;304.346;121.40078748257713;347381395339.19727;121398184724180860;-39306337.41584778;2.7;positive
diphenyl phthalate ;2021062101-pH27-E-001ppm-FS;10;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.041207;110791.726613876;3.061833e-8;318.323;125.31150792763627;13883478.327891232;650359023887690.5;-7562163.831075386;2.7;positive
diphenyl phthalate ;2021062101-pH27-E-005ppm-FS;50;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.041207;712172.814766894;1.5309165e-7;318.323;125.31150792763627;89243449.32350866;650359023887690.5;-7562163.831075386;2.7;positive
diphenyl phthalate ;2021062101-pH27-E-01ppm-FS;100;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.041207;1538510.70371482;3.061833e-7;318.323;125.31150792763627;192793096.24531293;650359023887690.5;-7562163.831075386;2.7;positive
diphenyl phthalate ;2021062101-pH27-E-05ppm-FS;500;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.041207;10835276.3598763;1.5309165e-6;318.323;125.31150792763627;1357784819.4687688;650359023887690.5;-7562163.831075386;2.7;positive
diphenyl phthalate ;2021062101-pH27-E-1ppm-FS;1000;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.041207;20799117.3802689;3.061833e-6;318.323;125.31150792763627;2606368762.485404;650359023887690.5;-7562163.831075386;2.7;positive
Ampicillin;2021062101-pH27-E-001ppm-FS;10;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6744173;271418.749236433;2.046478e-8;349.405;127.5043240761624;34607064.16298881;3989774784331272;-74665726.90154809;2.7;negative
Ampicillin;2021062101-pH27-E-005ppm-FS;50;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6744173;2226295.6262311297;1.023239e-7;349.405;127.5043240761624;283862319.0163169;3989774784331272;-74665726.90154809;2.7;negative
Ampicillin;2021062101-pH27-E-01ppm-FS;100;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6744173;5991414.43261109;2.046478e-7;349.405;127.5043240761624;763931247.4902412;3989774784331272;-74665726.90154809;2.7;negative
Ampicillin;2021062101-pH27-E-05ppm-FS;500;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6744173;36852648.7679351;1.023239e-6;349.405;127.5043240761624;4698872071.571784;3989774784331272;-74665726.90154809;2.7;negative
Ampicillin;2021062101-pH27-E-1ppm-FS;1000;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6744173;70205635.2829181;2.046478e-6;349.405;127.5043240761624;8951522073.08605;3989774784331272;-74665726.90154809;2.7;negative
cyanazine;2021062101-pH27-E-1ppm-FS;1000;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.20635019999999;151642.532880565;3.312352e-6;240.693;148.65652851173022;22542652.5127507;NA;22542652.5127507;2.7;negative
5,5-Diphenylhydantoin;2021062101-pH27-E-05ppm-FS;500;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;8.6459885;388210.470137586;1.7912390000000001e-6;251.26;118.83859432617338;46134386.57385363;59991439323594.984;-61324619.20870327;2.7;negative
5,5-Diphenylhydantoin;2021062101-pH27-E-1ppm-FS;1000;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;8.6459885;1292453.79606937;3.5824780000000002e-6;251.26;118.83859432617338;153593392.35641065;59991439323594.984;-61324619.20870327;2.7;negative
ketoprofen;2021062101-pH27-E-001ppm-FS;10;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.340171;671829.144270031;3.667363e-8;254.281;119.70740532609857;80422923.68301855;3950670758740593.5;-110988846.70833005;2.7;negative
ketoprofen;2021062101-pH27-E-005ppm-FS;50;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.340171;4424880.32563919;1.8336815e-7;254.281;119.70740532609857;529690942.6607695;3950670758740593.5;-110988846.70833005;2.7;negative
ketoprofen;2021062101-pH27-E-01ppm-FS;100;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.340171;11487063.7477377;3.667363e-7;254.281;119.70740532609857;1375086596.0571697;3950670758740593.5;-110988846.70833005;2.7;negative
ketoprofen;2021062101-pH27-E-05ppm-FS;500;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.340171;61300502.2585751;1.8336815e-6;254.281;119.70740532609857;7338124070.56067;3950670758740593.5;-110988846.70833005;2.7;negative
ketoprofen;2021062101-pH27-E-1ppm-FS;1000;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;10.340171;135126279.330147;3.667363e-6;254.281;119.70740532609857;16175616289.981522;3950670758740593.5;-110988846.70833005;2.7;negative
Naproxen;2021062101-pH27-E-05ppm-FS;500;0.004933487;CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;10.339453;395028.46587633103;2.4667435000000003e-6;230.259;117.09833171648263;46257174.334639855;28412338023750.277;-23828775.805248994;2.7;negative
Naproxen;2021062101-pH27-E-1ppm-FS;1000;0.004933487;CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;10.339453;993550.657546664;4.9334870000000006e-6;230.259;117.09833171648263;116343124.4745287;28412338023750.277;-23828775.805248994;2.7;negative
