Compound_name;Filename;Dilution;Concentration (M) in the separate mixes;SMILES;ret_time;Peak_Area;conc_M;MW;IC;Peak_Area_IC;slope;intercept;pH;mode
Chloridazon;2021062101-pH27-M-005ppm-FS;50;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.0972988;70728895.0742348;1.8150000000000003e-7;221.643;148.73761779327944;10520047362.4925;41744193624835610;3556008212.216966;2.7;positive
Chloridazon;2021062101-pH27-M-01ppm-FS;100;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.0972988;130419252.893399;3.6300000000000006e-7;221.643;148.73761779327944;19398248989.743435;41744193624835610;3556008212.216966;2.7;positive
Chloridazon;2021062101-pH27-M-05ppm-FS;500;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.0972988;532784875.258337;1.8150000000000002e-6;221.643;148.73761779327944;79245153142.2146;41744193624835610;3556008212.216966;2.7;positive
Chloridazon;2021062101-pH27-M-1ppm-FS;1000;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.0972988;924269241.96183;3.6300000000000004e-6;221.643;148.73761779327944;137473605249.00278;41744193624835610;3556008212.216966;2.7;positive
Chloridazon;2021062101-pH27-M-2ppm-FS;2000;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.0972988;1525900810.40551;7.260000000000001e-6;221.643;148.73761779327944;226958851528.5501;41744193624835610;3556008212.216966;2.7;positive
5-Methyl-1H-benzotriazole;2021062101-pH27-M-005ppm-FS;50;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;6.157313;50980795.127282;2.9809000000000004e-7;133.151;108.91265716118838;5552453861.502447;17974707774588626;353289965.1068051;2.7;positive
5-Methyl-1H-benzotriazole;2021062101-pH27-M-01ppm-FS;100;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;6.157313;97321411.3715348;5.961800000000001e-7;133.151;108.91265716118838;10599533511.15095;17974707774588626;353289965.1068051;2.7;positive
5-Methyl-1H-benzotriazole;2021062101-pH27-M-05ppm-FS;500;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;6.157313;478859112.22228;2.9809e-6;133.151;108.91265716118838;52153818317.97622;17974707774588626;353289965.1068051;2.7;positive
5-Methyl-1H-benzotriazole;2021062101-pH27-M-1ppm-FS;1000;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;6.157313;1022728249.45383;5.9618e-6;133.151;108.91265716118838;111388051201.82733;17974707774588626;353289965.1068051;2.7;positive
5-Methyl-1H-benzotriazole;2021062101-pH27-M-2ppm-FS;2000;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;6.157313;1957646477.91126;1.19236e-5;133.151;108.91265716118838;213212479691.55698;17974707774588626;353289965.1068051;2.7;positive
Chlorthalidone;2021062101-pH27-M-01ppm-FS;100;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;6.4798224;96296.1927923978;2.395e-7;338.766;163.91282509047957;15784181.006059399;142561533310816.66;-24126616.2280904;2.7;positive
Chlorthalidone;2021062101-pH27-M-05ppm-FS;500;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;6.4798224;830988.434402545;1.1975e-6;338.766;163.91282509047957;136209661.9004358;142561533310816.66;-24126616.2280904;2.7;positive
Chlorthalidone;2021062101-pH27-M-1ppm-FS;1000;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;6.4798224;1963983.62287138;2.395e-6;338.766;163.91282509047957;321922104.05628294;142561533310816.66;-24126616.2280904;2.7;positive
Chlorthalidone;2021062101-pH27-M-2ppm-FS;2000;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;6.4798224;3936174.71342566;4.79e-6;338.766;163.91282509047957;645189517.3273088;142561533310816.66;-24126616.2280904;2.7;positive
Haloperidol;2021062101-pH27-M-005ppm-FS;50;4.53e-5;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;6.5820893;54426919.4851757;1.1325000000000002e-7;375.864;166.67612286971024;9071667919.530972;70191789398503056;921779965.1263477;2.7;positive
Haloperidol;2021062101-pH27-M-01ppm-FS;100;4.53e-5;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;6.5820893;99561165.0758572;2.2650000000000005e-7;375.864;166.67612286971024;16594468983.23508;70191789398503056;921779965.1263477;2.7;positive
Haloperidol;2021062101-pH27-M-05ppm-FS;500;4.53e-5;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;6.5820893;482607007.828217;1.1325000000000002e-6;375.864;166.67612286971024;80439064934.55911;70191789398503056;921779965.1263477;2.7;positive
Haloperidol;2021062101-pH27-M-1ppm-FS;1000;4.53e-5;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;6.5820893;869157040.322732;2.2650000000000003e-6;375.864;166.67612286971024;144867725645.90536;70191789398503056;921779965.1263477;2.7;positive
Haloperidol;2021062101-pH27-M-2ppm-FS;2000;4.53e-5;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;6.5820893;1577643707.59751;4.530000000000001e-6;375.864;166.67612286971024;262955536452.1478;70191789398503056;921779965.1263477;2.7;positive
Triethyl_phosphate;2021062101-pH27-M-005ppm-FS;50;9.41e-5;CCOP(=O)(OCC)OCC;6.8159248;134170208.447177;2.3525e-7;182.155;107.81179449671814;14465130940.68888;51710781934059864;2833668363.99305;2.7;positive
Triethyl_phosphate;2021062101-pH27-M-01ppm-FS;100;9.41e-5;CCOP(=O)(OCC)OCC;6.8159248;257520780.783095;4.705e-7;182.155;107.81179449671814;27763777496.42144;51710781934059864;2833668363.99305;2.7;positive
Triethyl_phosphate;2021062101-pH27-M-05ppm-FS;500;9.41e-5;CCOP(=O)(OCC)OCC;6.8159248;1154016553.43465;2.3525e-6;182.155;107.81179449671814;124416595504.70743;51710781934059864;2833668363.99305;2.7;positive
Triethyl_phosphate;2021062101-pH27-M-1ppm-FS;1000;9.41e-5;CCOP(=O)(OCC)OCC;6.8159248;2022114528.56082;4.705e-6;182.155;107.81179449671814;218007796002.02722;51710781934059864;2833668363.99305;2.7;positive
Triethyl_phosphate;2021062101-pH27-M-2ppm-FS;2000;9.41e-5;CCOP(=O)(OCC)OCC;6.8159248;3270729816.31492;9.41e-6;182.155;107.81179449671814;352623250810.8328;51710781934059864;2833668363.99305;2.7;positive
Imazalil;2021062101-pH27-M-005ppm-FS;50;5e-5;ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1;6.8966166;78084839.8908715;1.2500000000000002e-7;297.18;204.37522780632813;15958606940.91752;132402087801836670;-1248086668.1431704;2.7;positive
Imazalil;2021062101-pH27-M-01ppm-FS;100;5e-5;ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1;6.8966166;152239334.009406;2.5000000000000004e-7;297.18;204.37522780632813;31113948569.256027;132402087801836670;-1248086668.1431704;2.7;positive
Imazalil;2021062101-pH27-M-05ppm-FS;500;5e-5;ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1;6.8966166;804092447.638085;1.25e-6;297.18;204.37522780632813;164336577163.3816;132402087801836670;-1248086668.1431704;2.7;positive
Imazalil;2021062101-pH27-M-1ppm-FS;1000;5e-5;ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1;6.8966166;1514277248.26214;2.5e-6;297.18;204.37522780632813;309480757575.5146;132402087801836670;-1248086668.1431704;2.7;positive
Imazalil;2021062101-pH27-M-2ppm-FS;2000;5e-5;ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1;6.8966166;2941232254.88916;5e-6;297.18;204.37522780632813;601115012124.2922;132402087801836670;-1248086668.1431704;2.7;positive
Ametryn;2021062101-pH27-M-005ppm-FS;50;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;7.336875;260564050.275114;1.7400000000000002e-7;227.33;118.05449691720051;30760757869.936726;1.4481502294962282e+017;6888149446.64091;2.7;positive
Ametryn;2021062101-pH27-M-01ppm-FS;100;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;7.336875;497860185.203391;3.4800000000000005e-7;227.33;118.05449691720051;58774633699.290596;1.4481502294962282e+017;6888149446.64091;2.7;positive
Ametryn;2021062101-pH27-M-05ppm-FS;500;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;7.336875;2191366237.10477;1.74e-6;227.33;118.05449691720051;258700638682.74237;1.4481502294962282e+017;6888149446.64091;2.7;positive
Ametryn;2021062101-pH27-M-1ppm-FS;1000;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;7.336875;3751504858.30011;3.48e-6;227.33;118.05449691720051;442882018729.05304;1.4481502294962282e+017;6888149446.64091;2.7;positive
Ametryn;2021062101-pH27-M-2ppm-FS;2000;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;7.336875;6354018416.03171;6.96e-6;227.33;118.05449691720051;750120447507.2507;1.4481502294962282e+017;6888149446.64091;2.7;positive
Ketoconazole;2021062101-pH27-M-005ppm-FS;50;2.88e-5;CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;7.4046966;9145257.31282716;7.200000000000001e-8;531.431;236.01444186773747;2158412800.423747;29813962944588612;68342051.41511154;2.7;positive
Ketoconazole;2021062101-pH27-M-01ppm-FS;100;2.88e-5;CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;7.4046966;18129572.2912366;1.4400000000000002e-7;531.431;236.01444186773747;4278840885.617005;29813962944588612;68342051.41511154;2.7;positive
Ketoconazole;2021062101-pH27-M-05ppm-FS;500;2.88e-5;CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;7.4046966;92327792.3183517;7.2e-7;531.431;236.01444186773747;21790692372.896156;29813962944588612;68342051.41511154;2.7;positive
Ketoconazole;2021062101-pH27-M-1ppm-FS;1000;2.88e-5;CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;7.4046966;181698195.092222;1.44e-6;531.431;236.01444186773747;42883398103.066055;29813962944588612;68342051.41511154;2.7;positive
Ketoconazole;2021062101-pH27-M-2ppm-FS;2000;2.88e-5;CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;7.4046966;356765175.822341;2.88e-6;531.431;236.01444186773747;84201733849.55504;29813962944588612;68342051.41511154;2.7;positive
Climbazole;2021062101-pH27-M-005ppm-FS;50;5.37e-5;CC(C)(C)C(=O)C(N1C=CN=C1)Oc1ccc(Cl)cc1;7.5767295;87768183.2144374;1.3425e-7;292.761;156.85252600442107;13766661240.003334;96731588150269140;1536247430.6080863;2.7;positive
Climbazole;2021062101-pH27-M-01ppm-FS;100;5.37e-5;CC(C)(C)C(=O)C(N1C=CN=C1)Oc1ccc(Cl)cc1;7.5767295;180800122.947377;2.685e-7;292.761;156.85252600442107;28358955986.205975;96731588150269140;1536247430.6080863;2.7;positive
Climbazole;2021062101-pH27-M-05ppm-FS;500;5.37e-5;CC(C)(C)C(=O)C(N1C=CN=C1)Oc1ccc(Cl)cc1;7.5767295;837117084.624899;1.3425e-6;292.761;156.85252600442107;131303929284.87213;96731588150269140;1536247430.6080863;2.7;positive
Climbazole;2021062101-pH27-M-1ppm-FS;1000;5.37e-5;CC(C)(C)C(=O)C(N1C=CN=C1)Oc1ccc(Cl)cc1;7.5767295;1573922950.72971;2.685e-6;292.761;156.85252600442107;246873790558.287;96731588150269140;1536247430.6080863;2.7;positive
Climbazole;2021062101-pH27-M-2ppm-FS;2000;5.37e-5;CC(C)(C)C(=O)C(N1C=CN=C1)Oc1ccc(Cl)cc1;7.5767295;2924195629.65635;5.37e-6;292.761;156.85252600442107;458667471042.6871;96731588150269140;1536247430.6080863;2.7;positive
Benzothiazole;2021062101-pH27-M-005ppm-FS;50;1.28706e-4;S1C=NC2=CC=CC=C12;7.8092759;4197528.05808315;3.21765e-7;135.186;113.78444825684981;477613414.1316374;2249221791777781;-255180025.60295245;2.7;positive
Benzothiazole;2021062101-pH27-M-01ppm-FS;100;1.28706e-4;S1C=NC2=CC=CC=C12;7.8092759;10388546.3130286;6.4353e-7;135.186;113.78444825684981;1182055010.4186907;2249221791777781;-255180025.60295245;2.7;positive
Benzothiazole;2021062101-pH27-M-05ppm-FS;500;1.28706e-4;S1C=NC2=CC=CC=C12;7.8092759;61371854.0049109;3.21765e-6;135.186;113.78444825684981;6983162546.448726;2249221791777781;-255180025.60295245;2.7;positive
Benzothiazole;2021062101-pH27-M-1ppm-FS;1000;1.28706e-4;S1C=NC2=CC=CC=C12;7.8092759;131956651.774447;6.4353e-6;135.186;113.78444825684981;15014614815.976713;2249221791777781;-255180025.60295245;2.7;positive
Benzothiazole;2021062101-pH27-M-2ppm-FS;2000;1.28706e-4;S1C=NC2=CC=CC=C12;7.8092759;238313946.171273;1.28706e-5;135.186;113.78444825684981;27116420877.010902;2249221791777781;-255180025.60295245;2.7;positive
Reserpine;2021062101-pH27-M-005ppm-FS;50;2.67e-5;COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC;7.8666673;1421095.62365665;6.675e-8;608.679;147.26349824906035;209275512.8861084;3558532948829390.5;-47143896.35643;2.7;positive
Reserpine;2021062101-pH27-M-01ppm-FS;100;2.67e-5;COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC;7.8666673;2761526.14446798;1.335e-7;608.679;147.26349824906035;406672000.54059476;3558532948829390.5;-47143896.35643;2.7;positive
Reserpine;2021062101-pH27-M-05ppm-FS;500;2.67e-5;COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC;7.8666673;15825630.8695667;6.675e-7;608.679;147.26349824906035;2330537763.850711;3558532948829390.5;-47143896.35643;2.7;positive
Reserpine;2021062101-pH27-M-1ppm-FS;1000;2.67e-5;COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC;7.8666673;32792469.1246296;1.335e-6;608.679;147.26349824906035;4829133719.517257;3558532948829390.5;-47143896.35643;2.7;positive
Reserpine;2021062101-pH27-M-2ppm-FS;2000;2.67e-5;COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC;7.8666673;63278574.9746145;2.67e-6;608.679;147.26349824906035;9318624314.977177;3558532948829390.5;-47143896.35643;2.7;positive
Simazine;2021062101-pH27-M-005ppm-FS;50;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.0202772;29037727.6994825;2.0325000000000002e-7;201.657;144.9222584181196;4208213077.539393;21281892606619116;-20049601.166058574;2.7;positive
Simazine;2021062101-pH27-M-01ppm-FS;100;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.0202772;60311522.0644422;4.0650000000000005e-7;201.657;144.9222584181196;8740481986.213215;21281892606619116;-20049601.166058574;2.7;positive
Simazine;2021062101-pH27-M-05ppm-FS;500;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.0202772;298251195.8093;2.0325e-6;201.657;144.9222584181196;43223236872.58857;21281892606619116;-20049601.166058574;2.7;positive
Simazine;2021062101-pH27-M-1ppm-FS;1000;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.0202772;632261354.846223;4.065e-6;201.657;144.9222584181196;91628743454.81476;21281892606619116;-20049601.166058574;2.7;positive
Simazine;2021062101-pH27-M-2ppm-FS;2000;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.0202772;1119731278.06407;8.13e-6;201.657;144.9222584181196;162273985638.45248;21281892606619116;-20049601.166058574;2.7;positive
Monuron;2021062101-pH27-M-005ppm-FS;50;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.1168776;24846001.4749816;1.8425000000000003e-7;198.649;146.69677498313112;3644828287.6059194;16222320974599820;943808238.6426315;2.7;positive
Monuron;2021062101-pH27-M-01ppm-FS;100;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.1168776;49392148.7575199;3.6850000000000005e-7;198.649;146.69677498313112;7245668932.215237;16222320974599820;943808238.6426315;2.7;positive
Monuron;2021062101-pH27-M-05ppm-FS;500;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.1168776;209939460.591812;1.8425000000000001e-6;198.649;146.69677498313112;30797441810.51697;16222320974599820;943808238.6426315;2.7;positive
Monuron;2021062101-pH27-M-1ppm-FS;1000;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.1168776;351232626.432208;3.6850000000000003e-6;198.649;146.69677498313112;51524693566.45977;16222320974599820;943808238.6426315;2.7;positive
Monuron;2021062101-pH27-M-2ppm-FS;2000;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.1168776;582410376.781433;7.370000000000001e-6;198.649;146.69677498313112;85437723990.5465;16222320974599820;943808238.6426315;2.7;positive
Clotrimazole;2021062101-pH27-M-005ppm-FS;50;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;8.0571947;10708471.4322204;1.0525000000000002e-7;344.837;168.4991496972443;1804368330.886369;23245127694094636;-716828582.0097334;2.7;positive
Clotrimazole;2021062101-pH27-M-01ppm-FS;100;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;8.0571947;23932200.5253584;2.1050000000000004e-7;344.837;168.4991496972443;4032555438.9068336;23245127694094636;-716828582.0097334;2.7;positive
Clotrimazole;2021062101-pH27-M-05ppm-FS;500;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;8.0571947;143482544.455934;1.0525e-6;344.837;168.4991496972443;24176686737.22193;23245127694094636;-716828582.0097334;2.7;positive
Clotrimazole;2021062101-pH27-M-1ppm-FS;1000;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;8.0571947;283085313.869242;2.105e-6;344.837;168.4991496972443;47699634678.7448;23245127694094636;-716828582.0097334;2.7;positive
Clotrimazole;2021062101-pH27-M-2ppm-FS;2000;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;8.0571947;577455372.532573;4.21e-6;344.837;168.4991496972443;97300739259.84398;23245127694094636;-716828582.0097334;2.7;positive
Cyanazine;2021062101-pH27-M-005ppm-FS;50;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2809982;17591326.6427568;1.5925000000000003e-7;240.693;148.65652851173022;2615065550.6281357;18632381080544368;-546542785.6073089;2.7;positive
Cyanazine;2021062101-pH27-M-01ppm-FS;100;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2809982;34772564.5485834;3.1850000000000005e-7;240.693;148.65652851173022;5169168733.242468;18632381080544368;-546542785.6073089;2.7;positive
Cyanazine;2021062101-pH27-M-05ppm-FS;500;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2809982;196088423.314717;1.5925000000000002e-6;240.693;148.65652851173022;29149824291.30445;18632381080544368;-546542785.6073089;2.7;positive
Cyanazine;2021062101-pH27-M-1ppm-FS;1000;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2809982;435765852.66231;3.1850000000000004e-6;240.693;148.65652851173022;64779438900.733116;18632381080544368;-546542785.6073089;2.7;positive
Cyanazine;2021062101-pH27-M-2ppm-FS;2000;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2809982;842878188.179497;6.370000000000001e-6;240.693;148.65652851173022;125299345413.0209;18632381080544368;-546542785.6073089;2.7;positive
Prometryn;2021062101-pH27-M-005ppm-FS;50;6.51e-5;c1(nc(NC(C)C)nc(n1)SC)NC(C)C;8.580698;220381374.842019;1.6275000000000002e-7;241.356;119.33250215842972;26298660889.01294;146339225057861760;2826958703.205518;2.7;positive
Prometryn;2021062101-pH27-M-01ppm-FS;100;6.51e-5;c1(nc(NC(C)C)nc(n1)SC)NC(C)C;8.580698;426107791.831398;3.2550000000000005e-7;241.356;119.33250215842972;50848508988.44402;146339225057861760;2826958703.205518;2.7;positive
Prometryn;2021062101-pH27-M-05ppm-FS;500;6.51e-5;c1(nc(NC(C)C)nc(n1)SC)NC(C)C;8.580698;2019155865.2515;1.6275e-6;241.356;119.33250215842972;240950921648.33063;146339225057861760;2826958703.205518;2.7;positive
Prometryn;2021062101-pH27-M-1ppm-FS;1000;6.51e-5;c1(nc(NC(C)C)nc(n1)SC)NC(C)C;8.580698;3454263023.82536;3.255e-6;241.356;119.33250215842972;412205849746.4237;146339225057861760;2826958703.205518;2.7;positive
Prometryn;2021062101-pH27-M-2ppm-FS;2000;6.51e-5;c1(nc(NC(C)C)nc(n1)SC)NC(C)C;8.580698;5985378285.97591;6.51e-6;241.356;119.33250215842972;714250167230.2386;146339225057861760;2826958703.205518;2.7;positive
Carbamazepine;2021062101-pH27-M-005ppm-FS;50;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.7303232;100066583.510232;1.7450000000000003e-7;236.269;118.6445962853723;11872359402.227968;52211681933901890;3258559009.2150636;2.7;positive
Carbamazepine;2021062101-pH27-M-01ppm-FS;100;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.7303232;185762496.242517;3.4900000000000007e-7;236.269;118.6445962853723;22039716371.656418;52211681933901890;3258559009.2150636;2.7;positive
Carbamazepine;2021062101-pH27-M-05ppm-FS;500;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.7303232;794859645.305601;1.7450000000000002e-6;236.269;118.6445962853723;94305801720.81726;52211681933901890;3258559009.2150636;2.7;positive
Carbamazepine;2021062101-pH27-M-1ppm-FS;1000;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.7303232;1398877672.87053;3.4900000000000005e-6;236.269;118.6445962853723;165969276750.34512;52211681933901890;3258559009.2150636;2.7;positive
Carbamazepine;2021062101-pH27-M-2ppm-FS;2000;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.7303232;2444742341.16173;6.980000000000001e-6;236.269;118.6445962853723;290055468088.88934;52211681933901890;3258559009.2150636;2.7;positive
Metsulfuron-methyl;2021062101-pH27-M-005ppm-FS;50;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;8.9333382;14028615.5811235;1.04e-7;381.364;126.19129416861034;1770289155.575906;19468471992287200;-331948329.8872031;2.7;positive
Metsulfuron-methyl;2021062101-pH27-M-01ppm-FS;100;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;8.9333382;28768132.701845;2.08e-7;381.364;126.19129416861034;3630287896.4601417;19468471992287200;-331948329.8872031;2.7;positive
Metsulfuron-methyl;2021062101-pH27-M-05ppm-FS;500;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;8.9333382;157894823.277206;1.04e-6;381.364;126.19129416861034;19924952091.874645;19468471992287200;-331948329.8872031;2.7;positive
Metsulfuron-methyl;2021062101-pH27-M-1ppm-FS;1000;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;8.9333382;355676135.980802;2.08e-6;381.364;126.19129416861034;44883231904.30804;19468471992287200;-331948329.8872031;2.7;positive
Metsulfuron-methyl;2021062101-pH27-M-2ppm-FS;2000;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;8.9333382;687511239.941736;4.16e-6;381.364;126.19129416861034;86757933123.71365;19468471992287200;-331948329.8872031;2.7;positive
Irbesartan;2021062101-pH27-M-005ppm-FS;50;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.9460279;27978834.9264547;9.025000000000002e-8;428.529;134.1519329088546;3753414785.921669;40895762750302750;262869374.58644757;2.7;positive
Irbesartan;2021062101-pH27-M-01ppm-FS;100;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.9460279;53370939.53313;1.8050000000000003e-7;428.529;134.1519329088546;7159814699.530992;40895762750302750;262869374.58644757;2.7;positive
Irbesartan;2021062101-pH27-M-05ppm-FS;500;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.9460279;268251968.959711;9.025000000000001e-7;428.529;134.1519329088546;35986520142.55129;40895762750302750;262869374.58644757;2.7;positive
Irbesartan;2021062101-pH27-M-1ppm-FS;1000;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.9460279;575231883.355155;1.8050000000000003e-6;428.529;134.1519329088546;77168469022.89484;40895762750302750;262869374.58644757;2.7;positive
Irbesartan;2021062101-pH27-M-2ppm-FS;2000;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.9460279;1093369539.90347;3.6100000000000006e-6;428.529;134.1519329088546;146677637161.71555;40895762750302750;262869374.58644757;2.7;positive
Irgarol;2021062101-pH27-M-005ppm-FS;50;6.25e-5;c1(nc(NC(C)(C)C)nc(n1)SC)NC1CC1;9.32078759999999;231367282.337637;1.5625e-7;253.367;120.59920275220495;27902709792.86333;145325858735484740;5686204439.879981;2.7;positive
Irgarol;2021062101-pH27-M-01ppm-FS;100;6.25e-5;c1(nc(NC(C)(C)C)nc(n1)SC)NC1CC1;9.32078759999999;428299082.412593;3.125e-7;253.367;120.59920275220495;51652527878.45964;145325858735484740;5686204439.879981;2.7;positive
Irgarol;2021062101-pH27-M-05ppm-FS;500;6.25e-5;c1(nc(NC(C)(C)C)nc(n1)SC)NC1CC1;9.32078759999999;1929503022.36153;1.5625e-6;253.367;120.59920275220495;232696526204.7704;145325858735484740;5686204439.879981;2.7;positive
Irgarol;2021062101-pH27-M-1ppm-FS;1000;6.25e-5;c1(nc(NC(C)(C)C)nc(n1)SC)NC1CC1;9.32078759999999;3274594690.06281;3.125e-6;253.367;120.59920275220495;394913508958.1785;145325858735484740;5686204439.879981;2.7;positive
